golf_course_name,number_of_holes,country_name,state_name,city_name,latitude,longitude,hole_index_1,hole_index_2,hole_index_3,hole_index_4,hole_index_5,hole_index_6,hole_index_7,hole_index_8,hole_index_9,hole_index_10,hole_index_11,hole_index_12,hole_index_13,hole_index_14,hole_index_15,hole_index_16,hole_index_17,hole_index_18,par_value_1,par_value_2,par_value_3,par_value_4,par_value_5,par_value_6,par_value_7,par_value_8,par_value_9,par_value_10,par_value_11,par_value_12,par_value_13,par_value_14,par_value_15,par_value_16,par_value_17,par_value_18,tee_value1,tee_value2,tee_value3,tee_value4,tee_value5,tee_value6,tee_value7,tee_value8,tee_value9,tee_value10,tee_value11,tee_value12,tee_value13,tee_value14,tee_value15,tee_value16,tee_value17,tee_value18
North Fork Valley Golf Club,18,United States of Americaÿ,Washington,Washington,,,1,3,5,7,9,11,13,15,17,2,4,6,8,10,12,14,16,18,4,3,4,3,5,3,4,4,5,4,4,4,3,4,3,5,4,4,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
North Hempstead Country Club,18,United States of Americaÿ,Washington,Washington,,,8,18,12,10,4,16,2,6,14,1,7,11,17,9,15,3,13,5,4,3,4,4,5,3,4,5,3,4,4,4,3,5,4,4,3,5,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White,Black|Blue|White
Pine Lakes Country Club,18,United States of Americaÿ,Washington,Washington,,,3,15,7,13,11,2,5,17,9,1,10,6,4,16,8,12,14,18,4,4,3,5,3,5,4,3,4,4,4,5,4,3,5,4,3,4,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Quail Meadows Golf Course,18,United States of Americaÿ,Washington,Washington,,,7,5,11,17,13,9,3,1,15,18,4,6,16,8,14,2,12,10,5,4,5,3,4,4,4,4,3,3,4,4,3,5,4,4,5,4,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red
Rock Creek Park Golf Course,18,United States of Americaÿ,Washington,Washington,,,2,8,18,10,6,16,14,12,4,5,15,9,17,13,7,1,3,11,4,4,3,3,3,4,3,4,4,4,3,4,3,4,4,4,3,4,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red
Romeo Golf & Country Club North,18,United States of Americaÿ,Washington,Washington,,,11,10,13,3,9,17,2,6,1,5,4,14,7,8,16,15,12,18,4,5,5,4,4,3,4,4,4,3,5,5,4,3,4,4,4,3,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Romeo Golf & Country Club South,18,United States of Americaÿ,Washington,Washington,,,16,17,14,2,11,12,6,1,15,7,13,10,8,5,18,4,3,9,5,4,3,4,3,4,4,4,5,4,4,3,4,4,3,4,5,5,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
St Jude Golf Club,18,United States of Americaÿ,Washington,Washington,,,7,3,11,15,5,17,1,9,13,8,14,12,18,6,4,10,2,16,4,4,3,3,4,4,4,5,3,4,3,5,3,5,4,4,4,4,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red
The Glaciers,18,United States of Americaÿ,Washington,Washington,,,1,13,15,11,3,17,9,5,7,14,2,12,18,4,6,16,10,8,5,4,3,4,5,3,4,4,4,4,5,4,3,5,4,3,4,4,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White,Gold|Black|Blue|White
The Orchards Golf Club,18,United States of Americaÿ,Washington,Washington,,,7,15,5,11,17,3,9,13,1,6,2,16,12,18,8,10,4,14,4,3,5,4,3,5,4,4,4,4,5,3,4,3,5,4,4,4,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
The Orchards Golf Club - The Orchards,18,United States of Americaÿ,Washington,Washington,,,5,13,9,11,15,7,3,17,1,6,4,18,10,16,12,8,2,14,4,3,5,4,3,5,4,4,4,4,5,3,4,3,5,4,4,4,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red,Gold|Bronze|Blue|White|Red
Washington Golf Club,18,United States of Americaÿ,Washington,Washington,,,12,6,16,2,8,4,18,10,14,11,7,15,1,5,3,17,9,13,4,4,3,5,4,5,3,4,4,4,4,3,5,4,4,3,4,4,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red
Washington Wilkes Country Club,18,United States of Americaÿ,Washington,Washington,,,10,18,6,14,16,4,2,8,12,11,17,9,15,13,3,1,7,5,4,4,4,5,3,4,4,5,3,4,4,4,5,3,4,4,5,3,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red,White|Blue|Gold|Red
